stem,vor_f1,vor_iou,vor_precision,vor_recall,vor_tp,vor_fp,vor_fn,vor_tn,raw_f1,raw_iou,raw_precision,raw_recall,raw_tp,raw_fp,raw_fn,raw_tn,part_f1,part_iou,part_precision,part_recall,part_tp,part_fp,part_fn,part_tn,delta_iou_part_vs_vor,delta_iou_part_vs_raw,partition_coverage,overlap_before,overlap_after,num_masks,avg_mask_area
03464,0.3433463445908997,0.20725294238167868,0.23046350910057464,0.6729745712596097,27312.0,91197.0,13272.0,130363.0,0.18028794804972872,0.0990749870873832,0.21358437088774168,0.15597279716144294,6330.0,23307.0,34254.0,198253.0,0.372374536682944,0.2287839217777135,0.26539961422341496,0.6238172678888232,25317.0,70075.0,15267.0,151485.0,0.02153097939603482,0.1297089346903303,1.0,0.0590972900390625,0.0,105.0,1443.4380952380952
07305,0.3244579522154522,0.1936435750117165,0.2737903869043967,0.3981370782105958,22312.0,59181.0,33729.0,146922.0,0.41437945791726105,0.26133582841514325,0.44362540471196726,0.3887510929498046,21786.0,27323.0,34255.0,178780.0,0.33278890223984225,0.19960813761792554,0.2788213450362904,0.41266215806284684,23126.0,59816.0,32915.0,146287.0,0.005964562606209034,-0.06172769079721771,1.0,0.08481979370117188,0.0,99.0,1919.7575757575758
10188,0.23092086105324466,0.13053167377844183,0.14278690000484776,0.603306510607169,20618.0,123779.0,13557.0,104190.0,0.2974370369104287,0.17469958137153527,0.21007267196214297,0.5092026335040234,17402.0,65436.0,16773.0,162533.0,0.25766040080782976,0.14788184859443768,0.16356607495069034,0.6066422823701536,20732.0,106018.0,13443.0,121951.0,0.01735017481599585,-0.02681773277709759,1.0,0.2174835205078125,0.0,70.0,3434.942857142857
01779,0.24757482652673735,0.14127554789460725,0.17523090455944876,0.42165451552210725,14343.0,67509.0,19673.0,160619.0,0.17422813461729378,0.0954271110869447,0.19926576337900234,0.15478010348071497,5265.0,21157.0,28751.0,206971.0,0.2641163488201007,0.15215095126944592,0.21472607151401388,0.34301505174035746,11668.0,42671.0,22348.0,185457.0,0.010875403374838666,0.05672384018250122,1.0,0.15601730346679688,0.0,94.0,2648.531914893617
02322,0.0682960434639653,0.03535533653222669,0.2081901489117984,0.04084805124267226,2181.0,8295.0,51212.0,200456.0,0.0035688793718772305,0.001787629603146228,0.037778617302606725,0.0018729046878804337,100.0,2547.0,53293.0,206204.0,0.03203564230402037,0.016278568348426045,0.2858946039760177,0.01696851647219673,906.0,2263.0,52487.0,206488.0,-0.019076768183800642,0.014490938745279817,1.0,0.16707992553710938,0.0,45.0,5599.155555555555
09794,0.4003875312198392,0.2503028321135609,0.3359980710019661,0.4953062340503099,54345.0,107397.0,55375.0,45027.0,0.2146996659166837,0.1202596906625931,0.2850461649870255,0.17220196864746629,18894.0,47390.0,90826.0,105034.0,0.36342232936176483,0.22206237802330317,0.3460223011562647,0.38266496536638717,41986.0,79353.0,67734.0,73071.0,-0.028240454090257744,0.10180268736071008,1.0,0.12454605102539062,0.0,105.0,1879.0666666666666
04577,0.43029952138335653,0.27412842592911346,0.3284524005939614,0.623696459741306,55741.0,113967.0,33631.0,58805.0,0.10953257673600615,0.057939415082272225,0.3019544467451139,0.06690014769726536,5979.0,13822.0,83393.0,158950.0,0.18946288060212113,0.10464457125581043,0.24384444679277184,0.15491429082934252,13845.0,42933.0,75527.0,129839.0,-0.169483854673303,0.04670515617353821,1.0,0.1313934326171875,0.0,83.0,2807.89156626506
03479,0.346718029296974,0.2097150004905327,0.2316376910729887,0.6890424481737414,34202.0,113451.0,15435.0,99056.0,0.4481471038083275,0.28878194892576725,0.38910321087304883,0.5283155710457924,26224.0,41172.0,23413.0,171335.0,0.3961146369789895,0.2469719133996489,0.2794065321185943,0.6802586780022967,33766.0,87083.0,15871.0,125424.0,0.0372569129091162,-0.04181003552611834,1.0,0.23394775390625,0.0,92.0,2518.5978260869565
11832,0.14165330702511614,0.07622544682357105,0.08840884601570116,0.3561389003720546,5169.0,53298.0,9345.0,194332.0,0.27224510523049145,0.15757160118872668,0.2305083126313778,0.3324376464103624,4825.0,16107.0,9689.0,231523.0,0.1898707490715664,0.10489347596265836,0.12415957920634584,0.4033347113132148,5854.0,41295.0,8660.0,206335.0,0.02866802913908731,-0.05267812522606832,1.0,0.10847854614257812,0.0,109.0,1597.7064220183486
04427,0.20493278973075527,0.11416441042339417,0.14846875511779706,0.33070168581776493,12692.0,72794.0,25687.0,150971.0,0.2684747881650229,0.1550510418964722,0.4023838026336335,0.20143828656296411,7731.0,11482.0,30648.0,212283.0,0.012050353261844135,0.006061699440736063,0.011133200795228629,0.013132181661846322,504.0,44766.0,37875.0,178999.0,-0.10810271098265811,-0.14898934245573614,1.0,0.08974838256835938,0.0,63.0,3352.5873015873017
00210,0.49224391165675085,0.3264744977403061,0.453856225713803,0.5377253449764178,42982.0,51722.0,36951.0,130489.0,0.48593135388910036,0.3209440702291036,0.6636700387756428,0.3832834999311924,30637.0,15526.0,49296.0,166685.0,0.530470461792422,0.3609797884290575,0.5048600750486008,0.5588180100834449,44668.0,43808.0,35265.0,138403.0,0.034505290688751356,0.040035718199953885,1.0,0.17877197265625,0.0,107.0,1950.392523364486
06953,0.1972397427090489,0.10940985741800496,0.21281298008247312,0.1837903263349006,7896.0,29207.0,35066.0,189975.0,0.20858455083256158,0.11643561013694584,0.5547401226500452,0.1284390857036451,5518.0,4429.0,37444.0,214753.0,0.25821848338404624,0.14824964033705557,0.35943858483514657,0.2014803780084726,8656.0,15426.0,34306.0,203756.0,0.0388397829190506,0.03181403020010973,1.0,0.08473587036132812,0.0,119.0,1499.3529411764705
04357,0.2219779961446236,0.12484547191390058,0.21461202781944633,0.22986756901504454,18885.0,69111.0,63271.0,110877.0,0.05501486740034452,0.028285495080783464,0.2790827117889347,0.03051511758118701,2507.0,6476.0,79649.0,173512.0,0.09119409633794767,0.047775468507820204,0.1473344015643247,0.0660329129947904,5425.0,31396.0,76731.0,148592.0,-0.07707000340608038,0.01948997342703674,1.0,0.163604736328125,0.0,51.0,4956.803921568628
05491,0.08319050001230144,0.04340050485603046,0.04575139815984124,0.4578857091270199,5072.0,105788.0,6005.0,145279.0,0.11858513631393361,0.06302976478117205,0.06863302804482621,0.43567753001715265,4826.0,65490.0,6251.0,185577.0,0.08989643096639595,0.04706364221489731,0.05011891038622509,0.43567753001715265,4826.0,91465.0,6251.0,159602.0,0.0036631373588668498,-0.015966122566274735,1.0,0.3637886047363281,0.0,57.0,5357.561403508772
09127,0.14947321228424118,0.08077333074910359,0.10874103065883887,0.23899641577060932,6668.0,54652.0,21232.0,179592.0,0.1626886205315223,0.08854711419606352,0.20818197060302912,0.1335125448028674,3725.0,14168.0,24175.0,220076.0,0.1507851987085214,0.08154012103040387,0.14268803787951498,0.15985663082437276,4460.0,26797.0,23440.0,207447.0,0.000766790281300278,-0.007006993165659656,1.0,0.30045318603515625,0.0,154.0,1833.422077922078
06538,0.12940753178220196,0.06917997050714882,0.08835330403690259,0.2417295198267493,3237.0,33400.0,10154.0,215353.0,0.17995040736804818,0.09887115609186455,0.22103774611117155,0.15174370846090657,2032.0,7161.0,11359.0,241592.0,0.12710016673079388,0.06786276792439909,0.1113670843400573,0.1480098573668882,1982.0,15815.0,11409.0,232938.0,-0.001317202582749727,-0.031008388167465456,1.0,0.18926620483398438,0.0,108.0,2054.2314814814813
08858,0.12194130894415325,0.06492944524305454,0.06568043386329744,0.8502689204763734,8853.0,125936.0,1559.0,125796.0,0.05602886501762906,0.028821860576719503,0.032682981481777874,0.19611986169804072,2042.0,60437.0,8370.0,191295.0,0.13403288700611488,0.07183025149412378,0.0726803412420757,0.8599692662312716,8954.0,114243.0,1458.0,137489.0,0.006900806251069244,0.04300839091740428,1.0,0.020244598388671875,0.0,52.0,3217.25
00897,0.2864611881772568,0.1671751968503937,0.21553884711779447,0.42694652171180797,6794.0,24727.0,9119.0,221504.0,0.12415382399539103,0.06618550368550369,0.2630187144019528,0.08125432036699554,1293.0,3623.0,14620.0,242608.0,0.29565644171779143,0.17347232621090825,0.2425413697306438,0.3785584113617797,6024.0,18813.0,9889.0,227418.0,0.006297129360514547,0.10728682252540456,1.0,0.0829010009765625,0.0,184.0,898.5271739130435
02867,0.2954231802488053,0.17331174331698715,0.205093934331208,0.527945513270608,30076.0,116569.0,26892.0,88607.0,0.05488326168888246,0.02821592175312616,0.08738161880296001,0.040004915040022467,2279.0,23802.0,54689.0,181374.0,0.4393039130852802,0.28147947365827214,0.4856511202754985,0.40103215840471845,22846.0,24196.0,34122.0,180980.0,0.10816773034128499,0.253263551905146,1.0,0.6247024536132812,0.0,41.0,9865.560975609756
