stem,voronoi_f1,voronoi_iou,voronoi_precision,voronoi_recall,voronoi_tp,voronoi_fp,voronoi_fn,voronoi_tn,sam_f1,sam_iou,sam_precision,sam_recall,sam_tp,sam_fp,sam_fn,sam_tn,delta_iou,n_tokens,n_regen_masks,align_mean_centroid_error,align_mean_area_error,align_count_gap
11086,0.17386856127886324,0.09521141665499479,0.2005178460227459,0.15347180413405578,6118.0,24393.0,33746.0,197887.0,0.03405651932995184,0.017323244368319494,0.11320487390195523,0.020043146698775837,799.0,6259.0,39065.0,216021.0,-0.0778881722866753,151,151,0.0,0.0,0.0
06745,0.3184524921361915,0.18938060961521372,0.20268201055685006,0.7426470588235294,21311.0,83834.0,7385.0,149614.0,0.17210944395410413,0.09415741187831965,0.18218623481781376,0.1630889322553666,4680.0,21008.0,24016.0,212440.0,-0.09522319773689407,96,96,0.0,0.0,0.0
01883,0.09001698218580108,0.0471297290846163,0.055349984582177,0.24089550417861283,3949.0,67397.0,12444.0,178354.0,0.09974025974025974,0.05248769819573537,0.11536612722320141,0.08784237174403708,1440.0,11042.0,14953.0,234709.0,0.005357969111119069,93,93,0.0,0.0,0.0
03650,0.31361122610366315,0.1859661490624587,0.19860716182332736,0.7450134906826034,29545.0,119216.0,10112.0,103271.0,0.28414516179361565,0.16559976722193934,0.3726316650980071,0.2296189827773155,9106.0,15331.0,30551.0,207156.0,-0.020366381840519365,63,63,0.0,0.0,0.0
08132,0.27602984106389883,0.1601128880526811,0.20653972596694836,0.4159889792472115,18722.0,71924.0,26284.0,145214.0,0.11809369792231612,0.06275216666841328,0.10616080134739828,0.1330489268097587,5988.0,50417.0,39018.0,166721.0,-0.09736072138426781,83,83,0.0,0.0,0.0
09548,0.30325294294376315,0.17872607568855337,0.19492968626555943,0.6825474887809676,22206.0,91712.0,10328.0,137898.0,0.26086787236942005,0.14999888060536862,0.3557585090001593,0.2059384029015799,6700.0,12133.0,25834.0,217477.0,-0.028727195083184748,97,97,0.0,0.0,0.0
04629,0.7483204505838954,0.5978530614588845,0.6684706583805352,0.8498344061946077,145750.0,72285.0,25754.0,18355.0,0.7845977775751033,0.6455457815518235,0.7918406128447995,0.7774862393880027,133342.0,35053.0,38162.0,55587.0,0.04769272009293901,54,54,0.0,0.0,0.0
08943,0.46392601200852224,0.30202061595687674,0.3300682115707035,0.7804235677436873,57486.0,116678.0,16174.0,71806.0,0.5862620244116701,0.4146893091470475,0.49011522355924936,0.7293374966060276,53723.0,55890.0,19937.0,132594.0,0.11266869319017075,83,83,0.0,0.0,0.0
01424,0.4153991365837808,0.2621474884774627,0.4111472999601809,0.41973983197481707,40269.0,57674.0,55669.0,108532.0,0.43602241705764716,0.2787907076246876,0.8060389665157862,0.2988388334132461,28670.0,6899.0,67268.0,159307.0,0.016643219147224886,86,86,0.0,0.0,0.0
01447,0.2090065314541079,0.11669865642994241,0.1401642684051382,0.41074626865671643,13072.0,80190.0,18753.0,150129.0,0.07468830863326277,0.03879284012462582,0.07018319471691857,0.0798114689709348,2540.0,33651.0,29285.0,196668.0,-0.0779058163053166,104,104,0.0,0.0,0.0
