kernel_size,min_apex_val,min_canopy_val,pers_thresh,min_distance,bound_weight,min_area,mAP50,mAP75,PQ,SQ,RQ,avg_trees
7,0.45,0.3,0.1,24.0,1.2,75,2.4257475661650236,0.0,1.3158312374755636,19.580891042496663,2.4257475661650236,20.52
7,0.45,0.3,0.18,24.0,1.2,75,2.4257475661650236,0.0,1.3158312374755636,19.580891042496663,2.4257475661650236,20.52
7,0.45,0.3,0.26,24.0,1.2,75,2.4257475661650236,0.0,1.3158312374755636,19.580891042496663,2.4257475661650236,20.52
11,0.45,0.3,0.1,24.0,1.2,75,2.4257475661650236,0.0,1.3158312374755636,19.580891042496663,2.4257475661650236,20.52
11,0.45,0.3,0.18,24.0,1.2,75,2.4257475661650236,0.0,1.3158312374755636,19.580891042496663,2.4257475661650236,20.52
11,0.45,0.3,0.26,24.0,1.2,75,2.4257475661650236,0.0,1.3158312374755636,19.580891042496663,2.4257475661650236,20.52
15,0.45,0.3,0.1,24.0,1.2,75,2.4257475661650236,0.0,1.3158312374755636,19.580891042496663,2.4257475661650236,20.52
15,0.45,0.3,0.18,24.0,1.2,75,2.4257475661650236,0.0,1.3158312374755636,19.580891042496663,2.4257475661650236,20.52
15,0.45,0.3,0.26,24.0,1.2,75,2.4257475661650236,0.0,1.3158312374755636,19.580891042496663,2.4257475661650236,20.52
7,0.45,0.3,0.1,24.0,1.2,35,2.4200576657382813,0.0,1.3124259950731674,19.580891042496663,2.420057665738281,20.56
7,0.45,0.3,0.18,24.0,1.2,35,2.4200576657382813,0.0,1.3124259950731674,19.580891042496663,2.420057665738281,20.56
7,0.45,0.3,0.26,24.0,1.2,35,2.4200576657382813,0.0,1.3124259950731674,19.580891042496663,2.420057665738281,20.56
11,0.45,0.3,0.1,24.0,1.2,35,2.4200576657382813,0.0,1.3124259950731674,19.580891042496663,2.420057665738281,20.56
11,0.45,0.3,0.18,24.0,1.2,35,2.4200576657382813,0.0,1.3124259950731674,19.580891042496663,2.420057665738281,20.56
11,0.45,0.3,0.26,24.0,1.2,35,2.4200576657382813,0.0,1.3124259950731674,19.580891042496663,2.420057665738281,20.56
15,0.45,0.3,0.1,24.0,1.2,35,2.4200576657382813,0.0,1.3124259950731674,19.580891042496663,2.420057665738281,20.56
15,0.45,0.3,0.18,24.0,1.2,35,2.4200576657382813,0.0,1.3124259950731674,19.580891042496663,2.420057665738281,20.56
15,0.45,0.3,0.26,24.0,1.2,35,2.4200576657382813,0.0,1.3124259950731674,19.580891042496663,2.420057665738281,20.56
7,0.45,0.3,0.05,24.0,1.2,75,2.404349716702658,0.0,1.304469714675883,19.580891042496663,2.404349716702658,20.6
11,0.45,0.3,0.05,24.0,1.2,75,2.404349716702658,0.0,1.304469714675883,19.580891042496663,2.404349716702658,20.6
15,0.45,0.3,0.05,24.0,1.2,75,2.404349716702658,0.0,1.304469714675883,19.580891042496663,2.404349716702658,20.6
7,0.45,0.3,0.05,24.0,1.2,35,2.3986598162759156,0.0,1.3010644722734868,19.580891042496663,2.3986598162759156,20.64
11,0.45,0.3,0.05,24.0,1.2,35,2.3986598162759156,0.0,1.3010644722734868,19.580891042496663,2.3986598162759156,20.64
15,0.45,0.3,0.05,24.0,1.2,35,2.3986598162759156,0.0,1.3010644722734868,19.580891042496663,2.3986598162759156,20.64
7,0.55,0.3,0.1,24.0,1.2,35,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
7,0.55,0.3,0.1,24.0,1.2,75,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
7,0.55,0.3,0.18,24.0,1.2,75,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
7,0.55,0.3,0.18,24.0,1.2,35,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
7,0.55,0.3,0.26,24.0,1.2,75,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
7,0.55,0.3,0.26,24.0,1.2,35,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
11,0.55,0.3,0.1,24.0,1.2,35,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
11,0.55,0.3,0.1,24.0,1.2,75,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
11,0.55,0.3,0.18,24.0,1.2,75,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
11,0.55,0.3,0.18,24.0,1.2,35,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
11,0.55,0.3,0.26,24.0,1.2,75,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
11,0.55,0.3,0.26,24.0,1.2,35,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
15,0.55,0.3,0.1,24.0,1.2,75,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
15,0.55,0.3,0.1,24.0,1.2,35,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
15,0.55,0.3,0.18,24.0,1.2,35,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
15,0.55,0.3,0.18,24.0,1.2,75,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
15,0.55,0.3,0.26,24.0,1.2,75,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
15,0.55,0.3,0.26,24.0,1.2,35,2.307337370409859,0.0,1.2841052720836208,17.906603853334925,2.307337370409859,18.16
7,0.55,0.3,0.05,24.0,1.2,75,2.2981419681110085,0.0,1.279459746277364,17.906603853334925,2.2981419681110085,18.2
7,0.55,0.3,0.05,24.0,1.2,35,2.2981419681110085,0.0,1.279459746277364,17.906603853334925,2.2981419681110085,18.2
11,0.55,0.3,0.05,24.0,1.2,35,2.2981419681110085,0.0,1.279459746277364,17.906603853334925,2.2981419681110085,18.2
11,0.55,0.3,0.05,24.0,1.2,75,2.2981419681110085,0.0,1.279459746277364,17.906603853334925,2.2981419681110085,18.2
15,0.55,0.3,0.05,24.0,1.2,35,2.2981419681110085,0.0,1.279459746277364,17.906603853334925,2.2981419681110085,18.2
15,0.55,0.3,0.05,24.0,1.2,75,2.2981419681110085,0.0,1.279459746277364,17.906603853334925,2.2981419681110085,18.2
7,0.45,0.3,0.05,18.0,1.2,75,2.279875918326421,0.0,1.2364914742929025,19.595965228063953,2.2798759183264203,22.28
7,0.45,0.3,0.1,18.0,1.2,75,2.279875918326421,0.0,1.2364914742929025,19.595965228063953,2.2798759183264203,22.28
7,0.45,0.3,0.18,18.0,1.2,75,2.279875918326421,0.0,1.2364914742929025,19.595965228063953,2.2798759183264203,22.28
7,0.45,0.3,0.26,18.0,1.2,75,2.279875918326421,0.0,1.2364914742929025,19.595965228063953,2.2798759183264203,22.28
11,0.45,0.3,0.05,18.0,1.2,75,2.279875918326421,0.0,1.2364914742929025,19.595965228063953,2.2798759183264203,22.28
11,0.45,0.3,0.1,18.0,1.2,75,2.279875918326421,0.0,1.2364914742929025,19.595965228063953,2.2798759183264203,22.28
11,0.45,0.3,0.18,18.0,1.2,75,2.279875918326421,0.0,1.2364914742929025,19.595965228063953,2.2798759183264203,22.28
11,0.45,0.3,0.26,18.0,1.2,75,2.279875918326421,0.0,1.2364914742929025,19.595965228063953,2.2798759183264203,22.28
15,0.45,0.3,0.05,18.0,1.2,75,2.279875918326421,0.0,1.2364914742929025,19.595965228063953,2.2798759183264203,22.28
15,0.45,0.3,0.1,18.0,1.2,75,2.279875918326421,0.0,1.2364914742929025,19.595965228063953,2.2798759183264203,22.28
15,0.45,0.3,0.18,18.0,1.2,75,2.279875918326421,0.0,1.2364914742929025,19.595965228063953,2.2798759183264203,22.28
15,0.45,0.3,0.26,18.0,1.2,75,2.279875918326421,0.0,1.2364914742929025,19.595965228063953,2.2798759183264203,22.28
7,0.45,0.3,0.1,24.0,2.0,75,2.268793409210867,0.0,1.245440310627223,19.88296857237667,2.268793409210867,20.56
7,0.45,0.3,0.18,24.0,2.0,75,2.268793409210867,0.0,1.245440310627223,19.88296857237667,2.268793409210867,20.56
7,0.45,0.3,0.26,24.0,2.0,75,2.268793409210867,0.0,1.245440310627223,19.88296857237667,2.268793409210867,20.56
11,0.45,0.3,0.1,24.0,2.0,75,2.268793409210867,0.0,1.245440310627223,19.88296857237667,2.268793409210867,20.56
11,0.45,0.3,0.18,24.0,2.0,75,2.268793409210867,0.0,1.245440310627223,19.88296857237667,2.268793409210867,20.56
11,0.45,0.3,0.26,24.0,2.0,75,2.268793409210867,0.0,1.245440310627223,19.88296857237667,2.268793409210867,20.56
15,0.45,0.3,0.1,24.0,2.0,75,2.268793409210867,0.0,1.245440310627223,19.88296857237667,2.268793409210867,20.56
15,0.45,0.3,0.18,24.0,2.0,75,2.268793409210867,0.0,1.245440310627223,19.88296857237667,2.268793409210867,20.56
15,0.45,0.3,0.26,24.0,2.0,75,2.268793409210867,0.0,1.245440310627223,19.88296857237667,2.268793409210867,20.56
7,0.45,0.3,0.05,18.0,1.2,35,2.263618068692448,0.0,1.2273630061027012,19.595965228063953,2.2636180686924474,22.36
7,0.45,0.3,0.1,18.0,1.2,35,2.263618068692448,0.0,1.2273630061027012,19.595965228063953,2.2636180686924474,22.36
7,0.45,0.3,0.18,18.0,1.2,35,2.263618068692448,0.0,1.2273630061027012,19.595965228063953,2.2636180686924474,22.36
7,0.45,0.3,0.26,18.0,1.2,35,2.263618068692448,0.0,1.2273630061027012,19.595965228063953,2.2636180686924474,22.36
11,0.45,0.3,0.05,18.0,1.2,35,2.263618068692448,0.0,1.2273630061027012,19.595965228063953,2.2636180686924474,22.36
11,0.45,0.3,0.1,18.0,1.2,35,2.263618068692448,0.0,1.2273630061027012,19.595965228063953,2.2636180686924474,22.36
11,0.45,0.3,0.18,18.0,1.2,35,2.263618068692448,0.0,1.2273630061027012,19.595965228063953,2.2636180686924474,22.36
11,0.45,0.3,0.26,18.0,1.2,35,2.263618068692448,0.0,1.2273630061027012,19.595965228063953,2.2636180686924474,22.36
15,0.45,0.3,0.05,18.0,1.2,35,2.263618068692448,0.0,1.2273630061027012,19.595965228063953,2.2636180686924474,22.36
15,0.45,0.3,0.1,18.0,1.2,35,2.263618068692448,0.0,1.2273630061027012,19.595965228063953,2.2636180686924474,22.36
15,0.45,0.3,0.18,18.0,1.2,35,2.263618068692448,0.0,1.2273630061027012,19.595965228063953,2.2636180686924474,22.36
15,0.45,0.3,0.26,18.0,1.2,35,2.263618068692448,0.0,1.2273630061027012,19.595965228063953,2.2636180686924474,22.36
7,0.45,0.3,0.1,24.0,2.0,35,2.2631035087841243,0.0,1.2422207968290673,19.88296857237667,2.2631035087841243,20.6
7,0.45,0.3,0.18,24.0,2.0,35,2.2631035087841243,0.0,1.2422207968290673,19.88296857237667,2.2631035087841243,20.6
7,0.45,0.3,0.26,24.0,2.0,35,2.2631035087841243,0.0,1.2422207968290673,19.88296857237667,2.2631035087841243,20.6
11,0.45,0.3,0.1,24.0,2.0,35,2.2631035087841243,0.0,1.2422207968290673,19.88296857237667,2.2631035087841243,20.6
11,0.45,0.3,0.18,24.0,2.0,35,2.2631035087841243,0.0,1.2422207968290673,19.88296857237667,2.2631035087841243,20.6
11,0.45,0.3,0.26,24.0,2.0,35,2.2631035087841243,0.0,1.2422207968290673,19.88296857237667,2.2631035087841243,20.6
15,0.45,0.3,0.1,24.0,2.0,35,2.2631035087841243,0.0,1.2422207968290673,19.88296857237667,2.2631035087841243,20.6
15,0.45,0.3,0.18,24.0,2.0,35,2.2631035087841243,0.0,1.2422207968290673,19.88296857237667,2.2631035087841243,20.6
15,0.45,0.3,0.26,24.0,2.0,35,2.2631035087841243,0.0,1.2422207968290673,19.88296857237667,2.2631035087841243,20.6
7,0.45,0.3,0.05,24.0,2.0,75,2.2473955597485014,0.0,1.2338035275782506,19.88296857237667,2.247395559748501,20.64
11,0.45,0.3,0.05,24.0,2.0,75,2.2473955597485014,0.0,1.2338035275782506,19.88296857237667,2.247395559748501,20.64
15,0.45,0.3,0.05,24.0,2.0,75,2.2473955597485014,0.0,1.2338035275782506,19.88296857237667,2.247395559748501,20.64
7,0.45,0.3,0.05,24.0,2.0,35,2.2417056593217586,0.0,1.230584013780095,19.88296857237667,2.2417056593217586,20.68
11,0.45,0.3,0.05,24.0,2.0,35,2.2417056593217586,0.0,1.230584013780095,19.88296857237667,2.2417056593217586,20.68
15,0.45,0.3,0.05,24.0,2.0,35,2.2417056593217586,0.0,1.230584013780095,19.88296857237667,2.2417056593217586,20.68
7,0.25,0.3,0.05,24.0,2.0,75,2.1738977442972005,0.0,1.1695884636584648,23.72465074840417,2.1738977442972005,26.04
7,0.25,0.3,0.1,24.0,2.0,75,2.1738977442972005,0.0,1.1695884636584648,23.72465074840417,2.1738977442972005,26.0
7,0.25,0.3,0.18,24.0,2.0,75,2.1738977442972005,0.0,1.1695884636584648,23.72465074840417,2.1738977442972005,26.0
7,0.25,0.3,0.26,24.0,2.0,75,2.1738977442972005,0.0,1.1695884636584648,23.72465074840417,2.1738977442972005,26.0
11,0.25,0.3,0.05,24.0,2.0,75,2.1738977442972005,0.0,1.1695884636584648,23.72465074840417,2.1738977442972005,26.04
11,0.25,0.3,0.1,24.0,2.0,75,2.1738977442972005,0.0,1.1695884636584648,23.72465074840417,2.1738977442972005,26.0
11,0.25,0.3,0.18,24.0,2.0,75,2.1738977442972005,0.0,1.1695884636584648,23.72465074840417,2.1738977442972005,26.0
11,0.25,0.3,0.26,24.0,2.0,75,2.1738977442972005,0.0,1.1695884636584648,23.72465074840417,2.1738977442972005,26.0
15,0.25,0.3,0.05,24.0,2.0,75,2.1738977442972005,0.0,1.1695884636584648,23.72465074840417,2.1738977442972005,26.04
15,0.25,0.3,0.1,24.0,2.0,75,2.1738977442972005,0.0,1.1695884636584648,23.72465074840417,2.1738977442972005,26.0
15,0.25,0.3,0.18,24.0,2.0,75,2.1738977442972005,0.0,1.1695884636584648,23.72465074840417,2.1738977442972005,26.0
15,0.25,0.3,0.26,24.0,2.0,75,2.1738977442972005,0.0,1.1695884636584648,23.72465074840417,2.1738977442972005,26.0
7,0.55,0.3,0.05,18.0,1.2,75,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
7,0.55,0.3,0.05,18.0,1.2,35,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
7,0.55,0.3,0.1,18.0,1.2,75,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
7,0.55,0.3,0.1,18.0,1.2,35,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
7,0.55,0.3,0.18,18.0,1.2,75,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
7,0.55,0.3,0.18,18.0,1.2,35,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
7,0.55,0.3,0.26,18.0,1.2,35,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
7,0.55,0.3,0.26,18.0,1.2,75,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
11,0.55,0.3,0.05,18.0,1.2,35,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
11,0.55,0.3,0.05,18.0,1.2,75,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
11,0.55,0.3,0.1,18.0,1.2,35,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
11,0.55,0.3,0.1,18.0,1.2,75,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
11,0.55,0.3,0.18,18.0,1.2,35,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
11,0.55,0.3,0.18,18.0,1.2,75,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
11,0.55,0.3,0.26,18.0,1.2,75,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
11,0.55,0.3,0.26,18.0,1.2,35,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
15,0.55,0.3,0.05,18.0,1.2,35,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
15,0.55,0.3,0.05,18.0,1.2,75,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
15,0.55,0.3,0.1,18.0,1.2,35,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
15,0.55,0.3,0.1,18.0,1.2,75,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
15,0.55,0.3,0.18,18.0,1.2,35,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
15,0.55,0.3,0.18,18.0,1.2,75,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
15,0.55,0.3,0.26,18.0,1.2,75,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
15,0.55,0.3,0.26,18.0,1.2,35,2.1636407840582415,0.0,1.1737269691603027,15.239261349885384,2.1636407840582415,19.44
7,0.45,0.3,0.05,13.0,1.2,75,2.161269961633762,0.0,1.1780239481941217,17.549810485173126,2.161269961633762,24.16
7,0.45,0.3,0.1,13.0,1.2,75,2.161269961633762,0.0,1.1780239481941217,17.549810485173126,2.161269961633762,24.16
7,0.45,0.3,0.18,13.0,1.2,75,2.161269961633762,0.0,1.1780239481941217,17.549810485173126,2.161269961633762,24.16
7,0.45,0.3,0.26,13.0,1.2,75,2.161269961633762,0.0,1.1780239481941217,17.549810485173126,2.161269961633762,24.16
11,0.45,0.3,0.05,13.0,1.2,75,2.161269961633762,0.0,1.1780239481941217,17.549810485173126,2.161269961633762,24.16
11,0.45,0.3,0.1,13.0,1.2,75,2.161269961633762,0.0,1.1780239481941217,17.549810485173126,2.161269961633762,24.16
11,0.45,0.3,0.18,13.0,1.2,75,2.161269961633762,0.0,1.1780239481941217,17.549810485173126,2.161269961633762,24.16
11,0.45,0.3,0.26,13.0,1.2,75,2.161269961633762,0.0,1.1780239481941217,17.549810485173126,2.161269961633762,24.16
15,0.45,0.3,0.05,13.0,1.2,75,2.161269961633762,0.0,1.1780239481941217,17.549810485173126,2.161269961633762,24.16
15,0.45,0.3,0.1,13.0,1.2,75,2.161269961633762,0.0,1.1780239481941217,17.549810485173126,2.161269961633762,24.16
15,0.45,0.3,0.18,13.0,1.2,75,2.161269961633762,0.0,1.1780239481941217,17.549810485173126,2.161269961633762,24.16
15,0.45,0.3,0.26,13.0,1.2,75,2.161269961633762,0.0,1.1780239481941217,17.549810485173126,2.161269961633762,24.16
7,0.45,0.3,0.05,13.0,1.2,35,2.1568402827854785,0.0,1.1752462122701421,17.549810485173126,2.1568402827854785,24.24
7,0.45,0.3,0.1,13.0,1.2,35,2.1568402827854785,0.0,1.1752462122701421,17.549810485173126,2.1568402827854785,24.24
7,0.45,0.3,0.18,13.0,1.2,35,2.1568402827854785,0.0,1.1752462122701421,17.549810485173126,2.1568402827854785,24.24
7,0.45,0.3,0.26,13.0,1.2,35,2.1568402827854785,0.0,1.1752462122701421,17.549810485173126,2.1568402827854785,24.24
11,0.45,0.3,0.05,13.0,1.2,35,2.1568402827854785,0.0,1.1752462122701421,17.549810485173126,2.1568402827854785,24.24
11,0.45,0.3,0.1,13.0,1.2,35,2.1568402827854785,0.0,1.1752462122701421,17.549810485173126,2.1568402827854785,24.24
11,0.45,0.3,0.18,13.0,1.2,35,2.1568402827854785,0.0,1.1752462122701421,17.549810485173126,2.1568402827854785,24.24
11,0.45,0.3,0.26,13.0,1.2,35,2.1568402827854785,0.0,1.1752462122701421,17.549810485173126,2.1568402827854785,24.24
15,0.45,0.3,0.05,13.0,1.2,35,2.1568402827854785,0.0,1.1752462122701421,17.549810485173126,2.1568402827854785,24.24
15,0.45,0.3,0.1,13.0,1.2,35,2.1568402827854785,0.0,1.1752462122701421,17.549810485173126,2.1568402827854785,24.24
15,0.45,0.3,0.18,13.0,1.2,35,2.1568402827854785,0.0,1.1752462122701421,17.549810485173126,2.1568402827854785,24.24
15,0.45,0.3,0.26,13.0,1.2,35,2.1568402827854785,0.0,1.1752462122701421,17.549810485173126,2.1568402827854785,24.24
7,0.25,0.3,0.05,24.0,2.0,35,2.138921820600777,0.0,1.1510691189051356,23.72465074840417,2.1389218206007765,26.52
7,0.25,0.3,0.1,24.0,2.0,35,2.138921820600777,0.0,1.1510691189051356,23.72465074840417,2.1389218206007765,26.48
7,0.25,0.3,0.18,24.0,2.0,35,2.138921820600777,0.0,1.1510691189051356,23.72465074840417,2.1389218206007765,26.48
7,0.25,0.3,0.26,24.0,2.0,35,2.138921820600777,0.0,1.1510691189051356,23.72465074840417,2.1389218206007765,26.48
11,0.25,0.3,0.05,24.0,2.0,35,2.138921820600777,0.0,1.1510691189051356,23.72465074840417,2.1389218206007765,26.52
11,0.25,0.3,0.1,24.0,2.0,35,2.138921820600777,0.0,1.1510691189051356,23.72465074840417,2.1389218206007765,26.48
11,0.25,0.3,0.18,24.0,2.0,35,2.138921820600777,0.0,1.1510691189051356,23.72465074840417,2.1389218206007765,26.48
11,0.25,0.3,0.26,24.0,2.0,35,2.138921820600777,0.0,1.1510691189051356,23.72465074840417,2.1389218206007765,26.48
15,0.25,0.3,0.05,24.0,2.0,35,2.138921820600777,0.0,1.1510691189051356,23.72465074840417,2.1389218206007765,26.52
15,0.25,0.3,0.1,24.0,2.0,35,2.138921820600777,0.0,1.1510691189051356,23.72465074840417,2.1389218206007765,26.48
15,0.25,0.3,0.18,24.0,2.0,35,2.138921820600777,0.0,1.1510691189051356,23.72465074840417,2.1389218206007765,26.48
15,0.25,0.3,0.26,24.0,2.0,35,2.138921820600777,0.0,1.1510691189051356,23.72465074840417,2.1389218206007765,26.48
7,0.25,0.3,0.05,24.0,1.2,75,2.121412947183771,0.0,1.1765482510532466,20.026375591047273,2.121412947183771,25.96
7,0.25,0.3,0.1,24.0,1.2,75,2.121412947183771,0.0,1.1765482510532466,20.026375591047273,2.121412947183771,25.92
7,0.25,0.3,0.18,24.0,1.2,75,2.121412947183771,0.0,1.1765482510532466,20.026375591047273,2.121412947183771,25.92
7,0.25,0.3,0.26,24.0,1.2,75,2.121412947183771,0.0,1.1765482510532466,20.026375591047273,2.121412947183771,25.92
11,0.25,0.3,0.05,24.0,1.2,75,2.121412947183771,0.0,1.1765482510532466,20.026375591047273,2.121412947183771,25.96
11,0.25,0.3,0.1,24.0,1.2,75,2.121412947183771,0.0,1.1765482510532466,20.026375591047273,2.121412947183771,25.92
11,0.25,0.3,0.18,24.0,1.2,75,2.121412947183771,0.0,1.1765482510532466,20.026375591047273,2.121412947183771,25.92
11,0.25,0.3,0.26,24.0,1.2,75,2.121412947183771,0.0,1.1765482510532466,20.026375591047273,2.121412947183771,25.92
15,0.25,0.3,0.05,24.0,1.2,75,2.121412947183771,0.0,1.1765482510532466,20.026375591047273,2.121412947183771,25.96
15,0.25,0.3,0.1,24.0,1.2,75,2.121412947183771,0.0,1.1765482510532466,20.026375591047273,2.121412947183771,25.92
15,0.25,0.3,0.18,24.0,1.2,75,2.121412947183771,0.0,1.1765482510532466,20.026375591047273,2.121412947183771,25.92
15,0.25,0.3,0.26,24.0,1.2,75,2.121412947183771,0.0,1.1765482510532466,20.026375591047273,2.121412947183771,25.92
7,0.25,0.3,0.05,24.0,1.2,35,2.0913961541374526,0.0,1.1596932959159372,20.026375591047273,2.091396154137453,26.44
7,0.25,0.3,0.1,24.0,1.2,35,2.0913961541374526,0.0,1.1596932959159372,20.026375591047273,2.091396154137453,26.4
7,0.25,0.3,0.18,24.0,1.2,35,2.0913961541374526,0.0,1.1596932959159372,20.026375591047273,2.091396154137453,26.4
7,0.25,0.3,0.26,24.0,1.2,35,2.0913961541374526,0.0,1.1596932959159372,20.026375591047273,2.091396154137453,26.4
11,0.25,0.3,0.05,24.0,1.2,35,2.0913961541374526,0.0,1.1596932959159372,20.026375591047273,2.091396154137453,26.44
11,0.25,0.3,0.1,24.0,1.2,35,2.0913961541374526,0.0,1.1596932959159372,20.026375591047273,2.091396154137453,26.4
11,0.25,0.3,0.18,24.0,1.2,35,2.0913961541374526,0.0,1.1596932959159372,20.026375591047273,2.091396154137453,26.4
11,0.25,0.3,0.26,24.0,1.2,35,2.0913961541374526,0.0,1.1596932959159372,20.026375591047273,2.091396154137453,26.4
15,0.25,0.3,0.05,24.0,1.2,35,2.0913961541374526,0.0,1.1596932959159372,20.026375591047273,2.091396154137453,26.44
15,0.25,0.3,0.1,24.0,1.2,35,2.0913961541374526,0.0,1.1596932959159372,20.026375591047273,2.091396154137453,26.4
15,0.25,0.3,0.18,24.0,1.2,35,2.0913961541374526,0.0,1.1596932959159372,20.026375591047273,2.091396154137453,26.4
15,0.25,0.3,0.26,24.0,1.2,35,2.0913961541374526,0.0,1.1596932959159372,20.026375591047273,2.091396154137453,26.4
7,0.55,0.3,0.1,24.0,2.0,75,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
7,0.55,0.3,0.1,24.0,2.0,35,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
7,0.55,0.3,0.18,24.0,2.0,35,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
7,0.55,0.3,0.18,24.0,2.0,75,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
7,0.55,0.3,0.26,24.0,2.0,75,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
7,0.55,0.3,0.26,24.0,2.0,35,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
11,0.55,0.3,0.1,24.0,2.0,75,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
11,0.55,0.3,0.1,24.0,2.0,35,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
11,0.55,0.3,0.18,24.0,2.0,75,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
11,0.55,0.3,0.18,24.0,2.0,35,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
11,0.55,0.3,0.26,24.0,2.0,75,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
11,0.55,0.3,0.26,24.0,2.0,35,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
15,0.55,0.3,0.1,24.0,2.0,75,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
15,0.55,0.3,0.1,24.0,2.0,35,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
15,0.55,0.3,0.18,24.0,2.0,75,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
15,0.55,0.3,0.18,24.0,2.0,35,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
15,0.55,0.3,0.26,24.0,2.0,35,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
15,0.55,0.3,0.26,24.0,2.0,75,2.0720432527628003,0.0,1.1776961678097144,18.28414733192739,2.0720432527628,18.16
7,0.55,0.3,0.05,24.0,2.0,75,2.0628478504639496,0.0,1.1726789655812817,18.28414733192739,2.062847850463949,18.2
